essay0,income
"i like to keep short and to the point. i'm a friendly person who
likes to have fun doing whatever eat in and out travel sport
outdoor activities etc... i like people who are genuinely nice
because that brings out the best in me. i think i have a good sense
of humor sometimes maybe i'm a little quiet but i don't consider
myself shy.",100000
"i like to learn anything that make life better. for example i even
go to community college to learn english the ecomonics of u.s.a
and dancing. i'm a hard working person who loves talking skiing
playing golf singing and dancing. i'm wroking at it(information
technology) area for 20+ years and i met a lot of friends at my
professional field. howver they are just companion not ""real""
friend to share lives openly. i've been in ca for 10 years since i
came to u.s.a. i feel that my life is so dry because i don't have
many friends to talk with. honestly i don't have time to make
friens becuase i had to work or study even during weekend. now i
have time to rest but i found only a few people around me including
my family. i want friends with whom to talk walk and play golf.
if my friend is women i'd like to dance with her.",100000
"i like to make things particularly computer programs and food. i'm
happiest when i'm learning something new. generally i admire
really talented practitioners but i am not a fan of any sports
team. i'd rather hang out with one or two friends at once than
attend a large party. i have a dry sense of humor.",100000
"i like to take life one day at a time and live it to the fullest
but that doesn't mean i don't keep long-term goals. i have a
tendency of having a one-track mind and when i'm set on something
i go after it with full force. this can be a blessing and a curse.
entrepreneurship has always been my passion and has defined my
life for the last few years. there were many highs and lows but
it's was an exhilarating experience and i would never trade it for
anything in the world.<br />
<br />
i love to meet people from all walks of life; there's no substitute
for an engaging conversation -especially when pondering about the
meaning of it all.<br />
<br />
really into photography (yes i have to pro camera super huge
lenses all that jazz) subjects? nature and cityscapes.",100000
"i like to think that i am a human. i spend my days doing the things
that make my little human life worth living. this primarily
consists of eating sleeping with a good amount of socializing
filling in the gaps. i'm writing this as part of the socializing
part.<br />
<br />
when i am full and not particularly tired i like to ask
questions. i find that i question everything. this is probably why
i have ended up living in at least 5 cities and getting at least
one degree too many. it also leads to some non-traditional view
points in areas most take for granted. or maybe i just want to feel
special.<br />
<br />
i'm looking for someone who also likes to eat sleep socialize.
must be up for questioning the world and themselves. loving sushi
is a plus.",100000
"i like to traveling and experiencing different cultures
independent and foreign movies reading basketball surfing
cycling running and checking out different cafes.",100000
"i like to work hard and play hard.<br />
i'm definitely an active person -- i love to travel i like city
walks museums and galleries gym bike riding surfing<br />
i'm spontaneous.<br />
i love watching good movies (love woody allen stanley kubrick
etc).<br />
i have a very outgoing personality.",100000
"i like:<br />
* photography<br />
* writing<br />
* guitar<br />
* bass<br />
* drums<br />
* poorly reproducing the piano bit to journey's ""don't stop
believin'""<br />
* oil painting...accidentally...on my white suede couch...with
brown paint :|<br />
<br />
i am funny raucous and good-hearted",100000
"i live a rock star lifestyle during the day and study the dismal
science in my free time. i buy my coffee in alleyways and sell my
dreams to the highest bidder. i kick around <a class=""ilink"" href=
""/interests?i=duboce+park"">duboce park</a> looking at dog poop and
listen to ira glass when i feel lonely.",100000
"i live by the motto ""if not now then never"". people tell me i'm
smarter than i look... i take it as a compliment. i love to travel
and explore off the beaten track. i stay active whether it is
going to the gym snowboarding in the winter or jetting out for a
surf trip.",100000
i live each day to the fullest except when i am napping.,100000
i live in california where no one is impressed.,100000
"i live in oakland and work in sf at okcupid. i'm outgoing and
probably a bit too talkative. my number one goal in life is to be
happy moment to moment.<br />
<br />
i wear bright colors. i avoid mean people. boredom frustrates me
more than most things. people fascinate me so i strike up
conversations with strangers.<br />
<br />
i'm alchy/weed/ciggy/gay/etc friendly. i like dirty asian
restaurants as much as fancy french ones. you'll find me at shows
parks farmers markets and on dog trails a lot. i travel last was
belize. i like music festivals. coachella rocked this year and i'm
looking forward to sasquatch and edc :)<br />
<br />
i watch a bit more hulu than i should. my scrambled eggs baked
potatoes and homemade mac 'n' cheese are out of this world.<br />
<br />
i code. a lot.<br />
<br />
the world is a playground. i like being able to have fun and enjoy
it with or without an agenda.",100000
"i live in san rafael in marin county california. however i
sometimes work in the south bay and in the east bay so i'm not
disinterested in those who live seemingly too far away.<br />
<br />
i am in excellent physical shape and exercise quite regularly. and
as good of shape as i'm in in no way is my body in better shape
than my mind. i pride myself on my intelligence and if character
references mean anything to you i'm told often that i'm very
funny. i'm also told that my imagination and energy levels are off
the charts. i love physical activities the more strenuous the
better. i love challenging myself mentally as well. i have always
found intelligent women to be unbelievably sexy and find a large
vocabulary unusually attractive (have they come up with a name for
that fetish yet?). in order to be compatible with me you should be
able to stand lots of attention thrown at you.<br />
<br />
i am amusing energetic and intellectual.",100000
"i live in sf lower pac heights.<br />
i'm a big fan of nature and the outdoors - snowboarding
kitesurfing hang gliding skydiving etc.<br />
i like going to events fun parties and just hang out with family
&amp; friends.<br />
<br />
i'm looking for a good fun smart person who is mostly happy and
confident.",100000
"i live outside the box. i'm a long term planner with a spontaneous
streak a mile wide. i invest my time and energy creating a life in
which i don't worry about what is next so that i can always be
excited engaged and open to new possibilities. i think the
biggest thrill in life is discovering something that i didn't
know.<br />
<br />
i live simply and i learn as many new skills as often as possible
so that my adventures are better and i can give back more.<br />
<br />
when people first meet me and ask what i do the answer is
difficult to keep concise because it depends on the time of day
the season of the year and way the wind is blowing. i guess i'm a
businessman and a philanthropist but i identify most strongly as
an artist. my job doesn't really define me though.<br />
<br />
some keywords to spark a conversation and for and those of you that
might find me with a keyword search: <a class=""ilink"" href=
""/interests?i=acting"">acting</a> <a class=""ilink"" href=
""/interests?i=ballroom%0adance"">ballroom dance</a> <a class=
""ilink"" href=""/interests?i=bicycling"">bicycling</a> <a class=
""ilink"" href=""/interests?i=board+games"">board games</a> <a class=
""ilink"" href=""/interests?i=comic+books"">comic books</a> <a class=
""ilink"" href=""/interests?i=cooking"">cooking</a> <a class=""ilink""
href=""/interests?i=dance"">dance</a> <a class=""ilink"" href=
""/interests?i=day+trading"">day trading</a> <a class=""ilink"" href=
""/interests?i=finance"">finance</a> <a class=""ilink"" href=
""/interests?i=frisbee"">frisbee</a> <a class=""ilink"" href=
""/interests?i=gadgets"">gadgets</a> <a class=""ilink"" href=
""/interests?i=guitar"">guitar</a> <a class=""ilink"" href=
""/interests?i=improv"">improv</a> <a class=""ilink"" href=
""/interests?i=investing"">investing</a> <a class=""ilink"" href=
""/interests?i=latin%0adance"">latin dance</a> <a class=""ilink""
href=""/interests?i=massage+therapy"">massage therapy</a> <a class=
""ilink"" href=""/interests?i=motorcycles"">motorcycles</a> <a class=
""ilink"" href=""/interests?i=musician"">musician</a> <a class=""ilink""
href=""/interests?i=musical+theater"">musical theater</a> <a class=
""ilink"" href=""/interests?i=philanthropy"">philanthropy</a>
<a class=""ilink"" href=""/interests?i=photography"">photography</a>
<a class=""ilink"" href=""/interests?i=piano"">piano</a> <a class=
""ilink"" href=""/interests?i=running"">running</a> <a class=""ilink""
href=""/interests?i=small+business"">small business</a> <a class=
""ilink"" href=""/interests?i=zombie+apocalypse"">zombie apocalypse</a>",100000
"i lived in amsterdam for a few years. i am from southern california
and played soccer in college. i moved to the city 4 years ago and
love to not touch my car on the weekends!<br />
travel is the most expensive habit i have and i live for the next
adventure!",100000
"i lived in london all my life up until i got married and moved to
california a year ago. i like good food and watching people talk
passionately about stuff though that can sometimes be scary. i
work for a tech company and i am as such fairly geekariffic! i
spend my commuting time buried in a book and absolutely hate the
fact that some public transportion has filthy stained
carpetting...<br />
<br />
i've been married since 2007 to my wife and we're in the
exploratory stages of opening up our marriage :)<br />
<br />
i am atypical bookwormy and curious",100000
"i look like i could be greek spanish italian or persian. i have
a variety of interests and i'm up for almost anything. i love to
travel and have a long list of places that still need to see. i
love to wine and dine at a great restaurant or just hang out at
home cooking a simple meal or even order take-out. i'm not overly
confident. i'm down to earth and don't like show-offs. family and
friends are very important to me. politically i am to the left of
center and not religious.",100000
"i lost my best friend and husband about a year ago. we were married
for 28 years. i'm getting used to being alone but would prefer to
share my life with someone special. i am intelligent caring open
person who loves to hear other peoples stories. i'm a great
listener and appreciate someone similar with a good heart. i have 2
grown children who are on their way to creating their own lives.
they are the lights in my life. i work in an engineering capacity
and i love my work but i would like to create a richer personal
life.",100000
"i love <a class=""ilink"" href=
""/interests?i=traveling"">traveling</a>. i've been to more than 30
countries in the last 5 years. some of my favorite memories include
witnessing the great migration in kenya climbing machu picchu and
spending almost two months eating and beaching my way across
vietnam cambodia and thailand. let's swap travel stories... (if
you have any good ones i might even share how i got deported from
russia!)<br />
<br />
traveling really embodies my personality: curious open to new
things global and a bit unexpected.<br />
<br />
i am witty ambitious and loyal.",100000
"i love <a class=""ilink"" href=""/interests?i=music"">music</a>
<a class=""ilink"" href=""/interests?i=art"">art</a> <a class=""ilink""
href=""/interests?i=photography"">photography</a> <a class=""ilink""
href=""/interests?i=traveling"">traveling</a> wining/dining and
<a class=""ilink"" href=""/interests?i=movies"">movies</a> / <a class=
""ilink"" href=""/interests?i=film"">film</a>.<br />
<br />
some interesting facts about me:<br />
<br />
- sucker for redheads and accents<br />
- outstanding kisser<br />
- quirky / dry sense of humor<br />
- if i could be any car i'd be a delorean<br />
- ask me about my <a class=""ilink"" href=
""/interests?i=psychic"">psychic</a> powers<br />
<br />
i am adventurous hilarious and passionate!",100000
"i love <a class=""ilink"" href=""/interests?i=tahoe"">tahoe</a>
<a class=""ilink"" href=""/interests?i=mexico"">mexico</a> <a class=
""ilink"" href=""/interests?i=italy"">italy</a> <a class=""ilink"" href=
""/interests?i=italian"">italian</a> <a class=""ilink"" href=
""/interests?i=sun"">sun</a> <a class=""ilink"" href=
""/interests?i=water"">water</a> <a class=""ilink"" href=
""/interests?i=swimming"">swimming</a>. happy and stable with work
looking forward to more leasure time just need someone special to
share it with.<br />
<br />
i am stable funny and clever",100000
"i love absorbing sunshine playing in nature running through
fields improving feng shui and collaborating in awesomeness. i
appreciate incisive critique understated wisdom inappropriate
humor and deep authenticity.<br />
<br />
i aspire to show up fully for this beautiful and challenging world
and look forward to sharing the journey with kind fun
intelligent and active friends.",100000
"i love all kinds of traveling in order to get away from the
constant distractions of everyday life.. whether it's getaway
weekend trips to sunny beaches or into the wilderness. i am always
in the thinking and planning mode figuring out where i want to go
next.<br />
<br />
i am a fun outgoing considerate thoughtful and adventurous and
much more. i am also an ambitious person and have clear personal
and career goals for myself.<br />
<br />
my motto is work hard. play harder!!! stay hungry and stay foolish.",100000
"i love all sorts of things and am interested in everything
creative especially where art and science come together. i feel
that the best way for someone to make a mark on the world is by
making new things that others can enjoy. so i am always learning
to make new things.<br />
<br />
i live in <a class=""ilink"" href=""/interests?i=san+francisco"">san
francisco</a> i own my own home and i'm looking for someone i can
share my interests with and who can share their interests with
me.<br />
<br />
i'm not terribly interested in a sexual relationship (i consider
myself both <a class=""ilink"" href=
""/interests?i=asexual"">asexual</a> and <a class=""ilink"" href=
""/interests?i=neutrois"">neutrois</a>/<a class=""ilink"" href=
""/interests?i=genderless"">genderless</a>/<a class=""ilink"" href=
""/interests?i=epicene"">epicene</a>) and i would consider a romantic
relationship with someone of any gender or lack thereof although i
definitely prefer guys. i'm still a <a class=""ilink"" href=
""/interests?i=virgin"">virgin</a> but only because of lack of
interest in sex.<br />
<br />
i am aloof multifaceted and flighty",100000
"i love brains above brawn..... i'm looking to be a best
friend/partner in a relationship that's nurturing open generous
authentic and intimate. i'm passionate about staying healthy and
happy; being enriched by nature good food and a loving partner. i
would describe myself as adventurous athletic intelligent
romantic sexy affectionate friendly provocative sophisticated
and passionate.<br />
<br />
i'm looking for the one who curls my toes while keeping me on them.",100000
"i love deep and wide-ranging <a class=""ilink"" href=
""/interests?i=conversations"">conversations</a> that unify
everything we've ever heard about -- politics and religion and
history and language and technology and <a class=""ilink"" href=
""/interests?i=human+evolution"">human evolution</a> and the nature
of the universe and <a class=""ilink"" href=
""/interests?i=joy"">joy</a> and weeping and the search for <a class=
""ilink"" href=""/interests?i=truth"">truth</a> and <a class=""ilink""
href=""/interests?i=love"">love</a> and everything that's ever been
important to us. some of my favorite conversations with friends
have lasted 5 12 19 and 32 hours respectively. i tend to do
everything that intensely; for example i can write <a class=
""ilink"" href=""/interests?i=computer+programs"">computer programs</a>
for 5 hours without moving from my chair and it merely feels like
i finally had time to get into it.<br />
<br />
reading is a <a class=""ilink"" href=""/interests?i=vivid"">vivid</a>
activity for me. i'm not say learning about people in a <a class=
""ilink"" href=""/interests?i=spaceship"">spaceship</a>; i'm fighting
to keep the ship from spinning out of control or caring deeply for
a woman i love or growing up with the main character. i tend to
relate to characters in books very strongly and prefer books where
i share the main characters' values. i take notes in the margins
whether fiction or non-fiction tracking my reactions and the
emotional growth i'm experiencing as i read or making
cross-references to related ideas in other books or magazines. in
contrast perhaps i don't watch tv and don't have one in my
apartment.<br />
<br />
i've been <a class=""ilink"" href=
""/interests?i=drumming"">drumming</a> since i was 10. i've been in
<a class=""ilink"" href=""/interests?i=bands"">bands</a> most of that
time usually for free occasionally for pay -- but the money is
never the point and it's always a bit of a surprise when it comes.
i periodically study and practice <a class=""ilink"" href=
""/interests?i=piano"">piano</a> and <a class=""ilink"" href=
""/interests?i=guitar"">guitar</a> but haven't gotten far on either
one yet. i keep feeling i can make music though if i can just
teach my hands to create the sounds i find myself singing.<br />
<br />
i love <a class=""ilink"" href=""/interests?i=writing"">writing</a>. i
enjoy trying to communicate truth as clearly as possible to bend
words as accurately as i can to my perception of what's really
going on. writing this essay for example is easier for me than
writing a novel or short story. poetry sometimes pops out of my
subconscious as a dense and rhythmic encapsulation of truth.
writing a computer program which by definition communicates
what's actually happening somewhere is a beautiful thing.<br />
<br />
i love learning and thinking about the way the world and universe
work. for example i am humbled and awed by the fact that when we
look at something we can't actually see *that thing*. we don't see
the stars; we see the light that left them a billion years ago (or
whenever). but that also means that when we look at each other
we're not really seeing each other; we're seeing light that bounced
off each other's skin sometime recently. ""color"" is just a set of
chemical reactions happening inside our heads. and that means that
our eyes don't tell us the truth; they just give us a partial clue
about what's really going on. i love that! it says so much about
how *little* we actually perceive about the world and how much
mind-boggling stuff we can learn about ourselves. it shows how each
of us is literally chemically part of our environment. it gives
me a humbling and profound sense of my place in the world.<br />
<br />
once upon a time i was ""jamming"" with a friend: i was on drum set
he was on guitar. he started playing something catchy and ethereal
and i noticed that my hands and feet were moving almost by
themselves playing beats that worked echoing and complementing
the guitar without interrupting it. we bounced musical ideas off
each other like a dance like friendly sparring in martial arts
like a high-speed conversation with a friend; and the music grew
verses a chorus a bridge wound to a climax wound down gently.
when it finished we were both a little stunned and stared at each
other: we'd written a song almost by accident. sometimes stuff
just *works.*<br />
<br />
i lived in <a class=""ilink"" href=""/interests?i=paris"">paris</a> for
a year after studying <a class=""ilink"" href=
""/interests?i=french"">french</a> for about 10 years. i didn't want
to treat it as a tourist spot so i found some favorite <a class=
""ilink"" href=""/interests?i=cafes"">cafes</a> and <a class=""ilink""
href=""/interests?i=museums"">museums</a> and other spots of
gorgeousness hung out with friends joined a band went <a class=
""ilink"" href=""/interests?i=jogging"">jogging</a> went to school and
my job. the first time i passed the <a class=""ilink"" href=
""/interests?i=eiffel+tower"">eiffel tower</a> on a jog i did a
chin-up on it to make myself feel at home. :-)<br />
<br />
a favorite quote: ""confusion and clutter are failures of <a class=
""ilink"" href=""/interests?i=design"">design</a> not attributes of
information."" in other words: if you don't understand something it
is never your fault; it can only be the fault and responsibility of
the person who built or designed the thing you found confusing.
everything from a computer to a ballpoint pen should be as easy
to use as a light switch doing whatever it does extraordinarily
well and clearly. i strive for that in everything i write or say
or build. if i can save someone 5 seconds of stress i feel like
i've done a good thing. if i can design and build something which
feels so natural to you that you never have to think about *how* to
use it and just find yourself *using* it without thought as if it
were an extension of your own body -- i'm striving for that.<br />
<br />
other (deep) interests (for the keyword finder): <a class=""ilink""
href=""/interests?i=aikido"">aikido</a> <a class=""ilink"" href=
""/interests?i=t%27ai-chi"">t'ai-chi</a> <a class=""ilink"" href=
""/interests?i=karate"">karate</a> <a class=""ilink"" href=
""/interests?i=djembe"">djembe</a> <a class=""ilink"" href=
""/interests?i=macintosh"">macintosh</a> (both the machine and the
<a class=""ilink"" href=""/interests?i=ui+philosophy"">ui
philosophy</a>) <a class=""ilink"" href=
""/interests?i=user-interface+design"">user-interface design</a>
<a class=""ilink"" href=""/interests?i=user+experience"">user
experience</a> (<a class=""ilink"" href=""/interests?i=ux"">ux</a>)
<a class=""ilink"" href=""/interests?i=design"">design</a> and
<a class=""ilink"" href=""/interests?i=research"">research</a>
<a class=""ilink"" href=""/interests?i=philosophy"">philosophy</a>
<a class=""ilink"" href=""/interests?i=epistemology"">epistemology</a>
<a class=""ilink"" href=""/interests?i=law"">law</a> the <a class=
""ilink"" href=""/interests?i=united+states%0aconstitution"">united
states constitution</a>.",100000
"i love design people (friends/family/watching/meeting new) the
outdoors traveling exploring landscape design gardening home
schtuff and music so i have a soundtrack for my life. it's been a
great journey and i look forward to exploring more and meeting more
people. i go with the flow and only take the important things
seriously. and you'll just have to find out what those things
are!",100000
"i love exploring all the great places and events that are here in
sf.&nbsp;the nightlife and museums here are amazing too. i also
just completed my third half marathon and set a new pr for the
third time as well. beat my old time by almost 6 minutes!! i'm
taking a little break for right now but i'm looking forward to
running another one this summer. my body though is going to hold
me to my agreement to just run the next one for fun. any
suggestions?<br />
<br />
my friends and i like to get together to make gourmet pizzas once
and awhile or just do cooking pot lucks. yes i can cook.... (as
long as i have a recipe). when we go out to the bars we also have a
pretty awesome trivia team and usually win or at least place in the
top three. i also like to check out new and interesting places with
the alphabar group.<br />
<br />
i'm really happy with where my life is right now and i'd love to
find a best friend/partner-in-crime who i can enjoy it all with.
i'm looking for someone who wants to get a drink eat good food be
my adventure partner but also doesn't mind balancing that with
making dinner together and relaxing on the couch watching tv or a
movie. i tend to gravitate towards intelligent motivated
goofballs with nice smiles :) if that sounds like you then i can't
wait to meet you...",100000
"i love learning new things (six salsa lessons under my belt!)
meeting new people and letting my friends think they've talked me
into doing random when secretly i wanted to do it all along.<br />
<br />
i'm laid back and a total nerd. but the fun kind of nerd.",100000
"i love life and enjoy living it. travel really appeals to me and i
enjoy meeting people from all over the world. i love to laugh and
am easy to be with. i like the finer things in life....good food a
nice bottle of pinot walks on the beach sunsets sailing and the
outdoors ! i am in my early 40's blue eyes short hair 188 lbs
great shape and feel like i am more complete now than at any other
point in my life. i am very self confident yet real. i love the
arts as well....theatre music...anything creative. i love to dance
as well...",100000
"i love life family and friends. i am an outgoing and motivated
guy with a goofy since of humor... i often head out on adventure
trips flying around places backpacking into the wilderness or
white water rafting. i like art museums jazz clubs theaters and
the cinema. made mostly of a mixture of relaxed and chill with a
dash of live-life-to-the-fullest and a pinch of
try-everything-at-least-once.",100000
"i love life good times and good people. i laugh and smile a lot
i love to cuddle and kiss. i love to give and receive massages. i
love to play my guitar and play with my children.<br />
<br />
above all i am open honest and respectful. i have nothing to
hide. i am an open book. i am unashamed of who i am.<br />
<br />
i am not very religious i am agnostic so i don't believe that
religion can be proven or disproved. but i associate myself with
paganism because i feel moved by pagan mythology and beliefs. and i
value many of the same things that pagans value - the earth the
environment the universe love laughter joy hedonism living
life for the moment. i go to a pagan church. if ""pagan"" were a
choice in the religion field i would choose it.<br />
<br />
i am somewhat of a rebel against social norms. i love to break
taboos and defy society's molds. this can make some people
uncomfortable. i am also respectful of other people's beliefs i am
open minded and a good listener.<br />
<br />
i am mature low drama low maintenance. i have been around the
block. and i am settled down. i have a wife and two lovely babies
(persephone and morpheus)<br />
<br />
my wife <a class=""plink"" href=""/profile/rlove1980"">rlove1980</a>
and i are both polyamorous. (poly for short) we are both allowed to
have relationships outside of our marriage. we also don't really
believe in marriage - we got it for the medical benefits. but we
are committed to each other for life. i am not looking to ""cheat""
on her or ""leave"" her. i am honest and open with her about
everything. (just like i am with everyone i interact with.)<br />
<br />
i am seeking a serious long term relationship in the bay area. if
any of my profile is interesting to you if you would like to meet
for coffee or drinks or backrubs please contact me.",100000
"i love life. the world is my oyster and though i'm quite focused on
attaining my career aspirations i make time for globe trotting
play.<br />
<br />
i'm very outdoorsy and thus like to hike mtn bike ski surf
hunt run swim etc. also i'm big into sports (mainly football -
steelers) as i played them all my life. but i also like to just
relax and read at a cool little coffee shop at times...before my
current job.<br />
<br />
i work overseas.<br />
<br />
intelligence without ambition is a bird without wings.<br />
~ salvador dali",100000
"i love my life too much to want to share it with someone who isn't
right for me but i am open to finding out who that might be.<br />
<br />
i am british sarcastic and overeducated.",100000
"i love my life. i love my friends. i love being active and making
the world a better place. i was lucky in life and was born with an
intellect that has given me absolute freedom in this world. i was
born into this world with a very short time to explore before i am
snuffed out by the sands of time. given a long enough timeline
everyone's survival rate goes to zero. so why should i hold
back?<br />
<br />
i'm a burner i'm a traveler. i'm passionately liberal. i'm an
activist in my free time. i love to camp out in festivals. almost
every weekend i'm out doing something. my room is delightfully
cluttered with things throughout my life and art from my friends. i
buy half of my cloths from the places that i visit so that on some
level that place becomes a part of who i am.<br />
<br />
weird and complex people fascinate me and lead to endless
conversations about the nature of human behavior and identity. if
you are interesting and unique you become part of my awesome
adventure for life.<br />
<br />
my friends are varied and diverse and scattered throughout the
world. when i travel to meet these far away friends i get a chance
to get a cultural inside view of the country - and get to know the
customs and see the different ways that humans interact. when i was
backpacking in istanbul i appreciated how men and women walking
down the street arm in arm and how they kiss each other when they
greet! how fantastic i thought! i then ask myself ""should i do that
with my friends?"" the answer was obviously yes! not all my guy
friends appreciated it though. haha just serious.<br />
<br />
someday i want to leave my job and my country and travel for a
year. maybe it will south america or maybe it will be through south
east asia or africa.<br />
<br />
i recently traveled colombia and then became so addicted to south
america that i went back again! this time to brazil. muito ben!",100000
"i love my work and i am lucky to be able to work
independentlyorganize my time as i please.<br />
i am happy with my life my home my friends and family<br />
i like all those things that decent people like: animals nature
music art with an emphasis on dogs and adventure sports.<br />
i also like some things that undecent people like<br />
i laugh a lot and too loud in the company of friends<br />
i am quiet with strangers<br />
i do have a sense of humour; and a weakness for beauty<br />
i am not a positivist<br />
i try not to be conventional<br />
i am very selective concerning people i let close to me<br />
i am more fun than it sounds<br />
<br />
most of the time i am happy and good-humored but i confess that
there are also days of melancholy. one must be rather simple to be
happy all the time given the world we are living in.<br />
<br />
i am serene intelligent and dainty<br />
<br />",100000
"i love people and sincere laughter. to me life is not simply about
laughing your way through it (everyone seems to mention smiling and
laughing...i mean are they aware of all that's going on these
days?) but appreciating everyday. i'm grateful to be doing what i
love and getting well paid for it. now i just wish to share quality
time with good people. no more contests about who makes more or can
show more. i desire connections. i've found that's usually
accomplished via travel abouts.<br />
i'm very forgiving and believe forgiveness is one of the most
mature and ultimately loving gestures people can do. we can discuss
this! ;)<br />
so i have my shit together. but money and things are empty without
love. (don't roll your eyes!) ya gotta believe we'll all meet the
one worth sharing this whole thing with right?",100000
"i love raviolis. if you want to know more than we can chat. ty for
stopping by.",100000
"i love technology sports music and all the arts in general. i
read a lot.<br />
when it is about girls i am very submissive but sweet :) i am
looking for new friends!",100000
"i love the arts and huckleberries stretching my toes in sand
finishing projects viognier and barbera hitting a shot down the
line kapotasana antoine doinel kissing earlobes cigarettes at
3am and meeting the perfect stranger.<br />
<br />
chicagoan at heart and in blood. <b>cascadia</b> was a longtime
home.<br />
<br />
i am the resurrection and i am the light",100000
"i love the beach and out doors.i am very active and have owned my
own business for 17 years.i have been divorced for 5 years and have
4 kids 3 grown and have thier own lives and a 11 year old son with
me 50% of the time.",100000
"i love to hangout with people who are down to earth modest and
enjoy good company.",100000
"i love to laugh hike have deep real conversations getting to know
people have fun trying new things travel and love intensely. my
passions and interest are many but i love to paint for my soul joy
and sharing with others. i have a lot to offer the right person who
shares my life. i may not have any children but i do have cats. i
would love to meet a man who excites me by his passion for life
honesty faithfulness and generosity of spirit someone to share
and connect to on many interests and ideas. i can guarantee you
that you will never be bored.<br />
<br />
i am passionate artistic and funny",100000
"i love to laugh. i love to have a good time. i love good
conversation.<br />
<br />",100000
"i love to learn (thus philosophy). i've done a lot of different
creative things in my life (<a class=""ilink"" href=
""/interests?i=music"">music</a> <a class=""ilink"" href=
""/interests?i=dj"">dj</a>ing <a class=""ilink"" href=
""/interests?i=wing+chun"">wing chun</a> <a class=""ilink"" href=
""/interests?i=writing"">writing</a> <a class=""ilink"" href=
""/interests?i=poetry"">poetry</a> <a class=""ilink"" href=
""/interests?i=art"">art</a> <a class=""ilink"" href=
""/interests?i=computer+generated+imagery"">computer generated
imagery</a> <a class=""ilink"" href=
""/interests?i=sports"">sports</a> <a class=""ilink"" href=
""/interests?i=software+engineering"">software engineering</a>--my
current career) etc.<br />
<br />
i continue to push forward exploring different things. i'm very
open minded and accepting of people and i would like my partner to
be the same. i love my family <a class=""ilink"" href=
""/interests?i=music"">music</a> <a class=""ilink"" href=
""/interests?i=dancing"">dancing</a> and <a class=""ilink"" href=
""/interests?i=coding"">coding</a> reality a line at a time. i love
to watch <a class=""ilink"" href=""/interests?i=house"">house</a>
<a class=""ilink"" href=""/interests?i=breaking+bad"">breaking bad</a>
<a class=""ilink"" href=""/interests?i=fringe"">fringe</a> and other
cool shows and movies like <a class=""ilink"" href=
""/interests?i=limitless"">limitless</a> <a class=""ilink"" href=
""/interests?i=oldboy"">oldboy</a> <a class=""ilink"" href=
""/interests?i=trainspotting"">trainspotting</a> <a class=""ilink""
href=""/interests?i=the+shining"">the shining</a> <a class=""ilink""
href=""/interests?i=lord+of+war"">lord of war</a> etc.<br />
<br />
i have been practicing <a class=""ilink"" href=
""/interests?i=wing+chun"">wing chun</a> for a bit and am excited to
continue on with this amazing kung fu style for the rest of my
life. i also love to go <a class=""ilink"" href=
""/interests?i=shooting"">shooting</a> but i'm extremely careful
about safety. yes if we go shooting and you do something wrong i
will stop you and lecture you. <a class=""ilink"" href=
""/interests?i=guns"">guns</a> are not toys!<br />
<br />
i'm looking for someone who is smart likes to talk about
philosophy politics technology etc. and is passionate about her
own interests and hobbies. someone who is assertive and passionate
about their life. someone that will be my best friend as well as my
partner. a love of technology would be a great asset. also a love
for travelling. i love to <a class=""ilink"" href=
""/interests?i=travel"">travel</a> and there are many places on my
list i still haven't been such as <a class=""ilink"" href=
""/interests?i=brazil"">brazil</a> and <a class=""ilink"" href=
""/interests?i=china"">china</a>.<br />
<br />
i'm not your typical person. if i was i would be boring. i'm
respectful and old fashioned about things like paying for dinner
movies etc. if that bothers you so be it i'm flexible. i was born
in romania (transylvania but i'm no vampire) and these values were
instilled in me by my parents and family. i have a lot of respect
for vlad tepes and i don't believe in dracula but i love <a class=
""ilink"" href=""/interests?i=horror%0amovies"">horror movies</a>
especially <a class=""ilink"" href=""/interests?i=zombie"">zombie</a>
movies. i've ben preparing for the <a class=""ilink"" href=
""/interests?i=zombie+apocalypse"">zombie apocalypse</a> for awhile
now.<br />
<br />
my real heros are my family and some real close friends.",100000
i love to live with humility and gratitude.,100000
"i love to play and be creative -- whether it's in the form of
travel creating art and beauty doing photography creating games
and adventures or exploring and playing with ideas related to this
magical dance of life.<br />
<br />
i was an art teacher for 16 years i've led tantric celebrations
throughout the united states germany and greece. i love travelling
-- i studied art for one year in paris painted in bali for one
month did a photo tour of japan and egypt lived in ashrams in
india explored shamanism in brazil lived for a month on the
beaches of thailand.<br />
<br />
despite my extensive travels and artistic and adventurous spirit
i'm a typical taurus in that i love spending quiet reading time at
home and i'm very organized and grounded. i'm self-employed and i
work out of my home in marin county. i love beaches sunsets
sailing and swimming. my personal growth and spiritual development
are a strong priority in my life.<br />
<br />
i value open communication and a conscious soul-connected
relationship. i'm a lover of philosophy. one of my favorite quotes
is by nisargadatta: ""love tells me i am everything wisdom tells me
i am nothing and between the two my life flows.""",100000
